,Movie Name,Year of Release,Run Time,Rating,Metascore,Genre,Votes,Gross,Description
472,Titanic,-1997,194 min,7.9,75,"Drama, Romance","1,234,572",$659.33M,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic."
473,Puss in Boots: The Last Wish,-2022,102 min,7.9,73,"Animation, Adventure, Comedy","142,546",$168.46M,"When Puss in Boots discovers that his passion for adventure has taken its toll and he has burned through eight of his nine lives, he launches an epic journey to restore them by finding the mythical Last Wish."
474,Knives Out,-2019,130 min,7.9,82,"Comedy, Crime, Drama","733,477",$165.36M,"A detective investigates the death of the patriarch of an eccentric, combative family."
475,Avatar,-2009,162 min,7.9,83,"Action, Adventure, Fantasy","1,353,854",$760.51M,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.
476,Star Trek,-2009,127 min,7.9,82,"Action, Adventure, Sci-Fi","612,120",$257.73M,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.
477,Zack Snyder's Justice League,-2021,242 min,7.9,54,"Action, Adventure, Fantasy","418,683",%^%^%^,"Determined to ensure that Superman's ultimate sacrifice wasn't in vain, Bruce Wayne recruits a team of metahumans to protect the world from an approaching threat of catastrophic proportions."
478,Edge of Tomorrow,-2014,113 min,7.9,71,"Action, Adventure, Sci-Fi","705,215",$100.21M,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies."
479,Arrival,(II) (2016),116 min,7.9,81,"Drama, Mystery, Sci-Fi","726,387",$100.55M,A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.
480,Bohemian Rhapsody,-2018,134 min,7.9,49,"Biography, Drama, Music","560,812",$216.43M,"The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985)."
481,Iron Man,-2008,126 min,7.9,79,"Action, Adventure, Sci-Fi","1,089,599",$318.41M,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
482,Fantastic Mr. Fox,-2009,87 min,7.9,83,"Animation, Adventure, Comedy","251,508",$21.00M,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.
483,Shaun of the Dead,-2004,99 min,7.9,76,"Comedy, Horror","574,992",$13.54M,"The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse."
484,Mulholland Drive,-2001,147 min,7.9,86,"Drama, Mystery, Thriller","369,403",$7.22M,"After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality."
485,Harry Potter and the Prisoner of Azkaban,-2004,142 min,7.9,82,"Adventure, Family, Fantasy","660,627",$249.36M,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard."
486,The Perks of Being a Wallflower,-2012,103 min,7.9,67,Drama,"530,082",$17.74M,"Charlie, a 15-year-old introvert, enters high school and is nervous about his new life. When he befriends his seniors, he learns to cope with his friend's suicide and his tumultuous past."
487,Boogie Nights,-1997,155 min,7.9,85,Drama,"274,097",$26.40M,"Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent."
488,True Romance,-1993,119 min,7.9,59,"Crime, Drama, Romance","234,694",$12.28M,"In Detroit, a pop culture nerd steals cocaine from his new wife's pimp and tries to sell it in Hollywood, prompting the mobsters who own the drugs to pursue the couple."
489,Almost Famous,-2000,122 min,7.9,90,"Adventure, Comedy, Drama","285,279",$32.53M,A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.
490,X-Men: Days of Future Past,-2014,132 min,7.9,75,"Action, Adventure, Sci-Fi","728,502",$233.92M,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.
491,Cat on a Hot Tin Roof,-1958,108 min,7.9,84,Drama,"51,792",$17.57M,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.
492,Jojo Rabbit,-2019,108 min,7.9,58,"Comedy, Drama, War","414,980",$33.37M,A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home.
493,E.T.,-1982,115 min,7.9,92,"Adventure, Family, Sci-Fi","423,395",$435.11M,A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.
494,Thor: Ragnarok,-2017,130 min,7.9,74,"Action, Adventure, Comedy","783,465",$315.06M,"Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela."
495,The Bourne Identity,-2002,119 min,7.9,68,"Action, Mystery, Thriller","561,578",$121.66M,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory."
496,Shrek,-2001,90 min,7.9,84,"Animation, Adventure, Comedy","704,947",$267.67M,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back."
497,Mystic River,-2003,138 min,7.9,84,"Crime, Drama, Mystery","469,958",$90.14M,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.
498,Children of Men,-2006,109 min,7.9,84,"Action, Drama, Sci-Fi","513,983",$35.55M,"In 2027, in a chaotic world in which women have somehow become infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea."
499,Harvey,-1950,104 min,7.9,****,"Comedy, Drama, Fantasy","57,036",%^%^%^,"Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows."
500,In Bruges,-2008,107 min,7.9,67,"Comedy, Crime, Drama","447,770",$7.76M,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be."
501,Life of Pi,-2012,127 min,7.9,79,"Adventure, Drama, Fantasy","648,693",$124.99M,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger."
502,Marriage Story,-2019,137 min,7.9,94,"Drama, Romance","327,809",$2.00M,Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.
503,District 9,-2009,112 min,7.9,81,"Action, Sci-Fi, Thriller","698,259",$115.65M,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.
504,Edward Scissorhands,-1990,105 min,7.9,74,"Drama, Fantasy, Romance","505,962",$56.36M,The solitary life of an artificial man - who was incompletely constructed and has scissors for hands - is upended when he is taken in by a suburban family.
505,The Blues Brothers,-1980,133 min,7.9,60,"Action, Adventure, Comedy","207,004",$57.23M,"Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago."
506,Wonder,(I) (2017),113 min,7.9,66,"Drama, Family","171,680",$132.42M,"Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time."
507,Boyhood,(I) (2014),165 min,7.9,100,Drama,"361,234",$25.38M,"The life of Mason, from early childhood to his arrival at college."
508,Dallas Buyers Club,-2013,117 min,7.9,77,"Biography, Drama","503,429",$27.30M,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease."
509,This Is Spinal Tap,-1984,82 min,7.9,92,"Comedy, Music","143,431",$4.74M,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour."
510,Toy Story 2,-1999,92 min,7.9,88,"Animation, Adventure, Comedy","599,849",$245.85M,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye."
511,"Crouching Tiger, Hidden Dragon",-2000,120 min,7.9,94,"Action, Adventure, Drama","276,571",$128.08M,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.
512,Carlito's Way,-1993,144 min,7.9,66,"Crime, Drama, Thriller","225,620",$36.95M,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C."
513,Spartacus,-1960,197 min,7.9,87,"Adventure, Biography, Drama","139,176",$30.00M,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising."
514,Ghost in the Shell,-1995,83 min,7.9,76,"Animation, Action, Crime","149,731",$0.52M,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.
515,The Wrestler,-2008,109 min,7.9,80,"Drama, Sport, Thriller","313,969",$26.24M,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle."
516,The Man from Earth,-2007,87 min,7.9,****,"Drama, Fantasy, Mystery","193,592",%^%^%^,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.
517,The Nightmare Before Christmas,-1993,76 min,7.9,82,"Animation, Family, Fantasy","353,685",$75.08M,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion."
518,Brazil,-1985,132 min,7.9,84,"Drama, Sci-Fi, Thriller","206,049",$9.93M,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.
519,A Fistful of Dollars,-1964,99 min,7.9,65,"Action, Drama, Western","224,848",$14.50M,"A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge."
520,All the President's Men,-1976,138 min,7.9,84,"Drama, History, Thriller","121,342",$70.60M,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation."
521,The Ten Commandments,-1956,220 min,7.9,****,"Adventure, Drama, Family","74,705",$93.74M,"Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery."
522,Let the Right One In,-2008,114 min,7.9,82,"Drama, Fantasy, Horror","222,066",$2.12M,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl."
523,Charade,-1963,113 min,7.9,83,"Comedy, Mystery, Romance","81,827",$13.47M,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?
524,Before Midnight,-2013,109 min,7.9,94,"Drama, Romance","165,787",$8.11M,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.
525,A Christmas Story,-1983,93 min,7.9,77,"Comedy, Family","161,284",$20.61M,"In the 1940s, a young boy named Ralphie Parker attempts to convince his parents, teacher, and Santa Claus that a Red Ryder Range 200 Shot BB gun really is the perfect Christmas gift."
526,The Wild Bunch,-1969,135 min,7.9,98,"Action, Adventure, Drama","87,883",$12.06M,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them."
527,Doctor Zhivago,-1965,197 min,7.9,69,"Drama, Romance, War","79,825",$111.72M,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution."
528,Nosferatu,-1922,94 min,7.9,****,"Fantasy, Horror","101,384",%^%^%^,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.
529,In the Heat of the Night,-1967,110 min,7.9,76,"Drama, Mystery, Thriller","80,125",$24.38M,"A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case."
530,Shoplifters,-2018,121 min,7.9,93,"Crime, Drama, Thriller","81,506",$3.31M,"On the margins of Tokyo, a dysfunctional band of outsiders are united by loyalty, a penchant for petty theft and playful grifting. When the young son is arrested, secrets are exposed that upend their tenuous, below-the-radar existence."
531,Bound by Honor,-1993,180 min,7.9,47,"Crime, Drama","32,886",$4.50M,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo."
532,Patton,-1970,172 min,7.9,86,"Biography, Drama, War","105,538",$61.70M,The World War II phase of the career of controversial American general George S. Patton.
533,The Raid 2,-2014,150 min,7.9,71,"Action, Crime, Thriller","127,914",$2.63M,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force."
534,Being There,-1979,130 min,7.9,83,"Comedy, Drama","75,218",$30.18M,"After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics."
535,Dancer in the Dark,-2000,140 min,7.9,63,"Crime, Drama, Musical","113,551",$4.18M,An Eastern European US immigrant with a love for musicals has to cope with the gradual loss of her vision.
536,King Kong,-1933,100 min,7.9,92,"Adventure, Horror, Sci-Fi","88,316",$10.00M,"A film crew goes to a tropical island for a location shoot, where they capture a colossal ape who takes a shine to their blonde starlet, and bring him back to New York City."
537,The Searchers,-1956,119 min,7.9,94,"Adventure, Drama, Western","93,275",%^%^%^,An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.
538,A Streetcar Named Desire,-1951,122 min,7.9,97,Drama,"111,701",$8.00M,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.
539,In Cold Blood,-1967,134 min,7.9,89,"Biography, Crime, Drama","27,865",%^%^%^,"Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers."
540,Harold and Maude,-1971,91 min,7.9,62,"Comedy, Drama, Romance","79,858",%^%^%^,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral."
541,Sing Street,-2016,106 min,7.9,79,"Comedy, Drama, Music","97,813",$3.24M,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.
542,Hero,-2002,120 min,7.9,85,"Action, Adventure, Drama","184,914",$53.71M,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors."
543,Notorious,-1946,102 min,7.9,100,"Drama, Film-Noir, Romance","104,203",$10.46M,The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?
544,The Killing,-1956,84 min,7.9,91,"Crime, Drama, Film-Noir","93,399",%^%^%^,Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery.
545,The Artist,(I) (2011),100 min,7.9,89,"Comedy, Drama, Romance","245,385",$44.67M,An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.
546,Togo,-2019,113 min,7.9,69,"Adventure, Biography, Drama","52,455",%^%^%^,"The story of Togo, the sled dog who led the 1925 serum run despite being considered too small and weak to lead such an intense race."
547,The Manchurian Candidate,-1962,126 min,7.9,94,"Drama, Thriller","77,601",%^%^%^,An American POW in the Korean War is brainwashed as an unwitting assassin for an international Communist conspiracy.
548,Rope,-1948,80 min,7.9,73,"Crime, Drama, Mystery","148,758",%^%^%^,Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.
549,Once Were Warriors,-1994,102 min,7.9,77,"Crime, Drama","35,754",$2.20M,A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.
550,Strangers on a Train,-1951,101 min,7.9,88,"Crime, Drama, Film-Noir","137,514",$7.63M,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.
551,Three Colors: Blue,-1993,94 min,7.9,87,"Drama, Music, Mystery","106,719",$1.32M,A woman struggles to find a way to live her life after the death of her husband and child.
552,The Lion in Winter,-1968,134 min,7.9,****,"Biography, Drama, History","32,868",$22.28M,"1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. When he allows his imprisoned wife Eleanor of Aquitaine out for a Christmas visit, they all variously plot to force him into a decision."
553,Arsenic and Old Lace,-1944,118 min,7.9,****,"Comedy, Crime, Thriller","73,033",%^%^%^,A Brooklyn writer of books on the futility of marriage risks his reputation after he decides to tie the knot. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.
554,The Philadelphia Story,-1940,112 min,7.9,96,"Comedy, Romance","71,814",%^%^%^,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself."
555,The Big Sleep,-1946,114 min,7.9,86,"Crime, Film-Noir, Mystery","88,350",$6.54M,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail and what might be love."
556,Short Term 12,-2013,96 min,7.9,82,Drama,"89,890",$1.01M,A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.
557,Head-On,-2004,121 min,7.9,78,"Drama, Romance","56,083",%^%^%^,"With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love."
558,A Taxi Driver,-2017,137 min,7.9,69,"Action, Drama, History","27,942",$1.53M,"A widowed father and taxi driver who drives a German reporter from Seoul to Gwangju to cover the 1980 uprising, soon finds himself regretting his decision after being caught in the violence around him."
559,The Conformist,-1970,113 min,7.9,100,Drama,"32,284",$0.54M,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident."
560,My Name Is Khan,-2010,165 min,7.9,50,"Adventure, Drama, Romance","111,484",$4.02M,An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.
561,Talk to Her,-2002,112 min,7.9,86,"Drama, Mystery, Romance","115,312",$9.36M,Two men share an odd friendship while they care for two women who are both in deep comas.
562,Amour,-2012,127 min,7.9,95,Drama,"103,302",$6.74M,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested."
563,The Sacrifice,-1986,149 min,7.9,****,Drama,"29,798",$0.30M,"At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return."
564,The Adventures of Robin Hood,-1938,102 min,7.9,97,"Action, Adventure, Romance","53,062",$3.98M,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement."
565,Laura,-1944,88 min,7.9,****,"Drama, Film-Noir, Mystery","49,356",$4.36M,A police detective falls in love with the woman whose murder he is investigating.
566,Mildred Pierce,-1945,111 min,7.9,88,"Crime, Drama, Film-Noir","27,562",%^%^%^,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.
567,About Elly,-2009,119 min,7.9,87,"Drama, Mystery","55,418",$0.11M,The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.
568,Kal Ho Naa Ho,-2003,186 min,7.9,54,"Comedy, Drama, Musical","72,307",$1.79M,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her."
569,I Remember,-1973,123 min,7.9,****,"Comedy, Drama","45,371",$0.58M,A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.
570,Kagemusha,-1980,162 min,7.9,84,"Drama, History, War","37,027",%^%^%^,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.
571,The Red Circle,-1970,140 min,7.9,92,"Crime, Drama, Thriller","26,855",$0.37M,"After leaving prison, master thief Corey crosses paths with a notorious escapee and an alcoholic former policeman. The trio proceed to plot an elaborate heist."
572,In a Lonely Place,-1950,94 min,7.9,****,"Drama, Film-Noir, Mystery","33,473",%^%^%^,"A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts."
573,The Way He Looks,-2014,96 min,7.9,71,"Drama, Romance","26,734",$0.10M,"Leonardo is a blind teenager searching for independence. His everyday life, the relationship with his best friend Giovana, and the way he sees the world change completely with the arrival of Gabriel."
574,3-Iron,-2004,88 min,7.9,72,"Crime, Drama, Romance","56,818",$0.24M,A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.
575,The Big Heat,-1953,89 min,7.9,****,"Crime, Film-Noir, Thriller","27,869",%^%^%^,Tough cop Dave Bannion takes on a politically powerful crime syndicate.
576,Elevator to the Gallows,-1958,91 min,7.9,94,"Crime, Drama, Thriller","27,332",$0.11M,"A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events."
577,Miracle on 34th Street,-1947,96 min,7.9,88,"Comedy, Drama, Family","51,361",$2.65M,"After a divorced New York mother hires a nice old man to play Santa Claus at Macy's, she is startled by his claim to be the genuine article. When his sanity is questioned, a lawyer defends him in court by arguing that he's not mistaken."
578,Sullivan's Travels,-1941,90 min,7.9,****,"Adventure, Comedy, Drama","27,679",%^%^%^,Hollywood director John L. Sullivan sets out to experience life as a homeless person in order to gain relevant life experience for his next movie.
579,The Lost Weekend,-1945,101 min,7.9,****,"Drama, Film-Noir","38,881",$9.46M,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.
580,Hiroshima Mon Amour,-1959,90 min,7.9,****,"Drama, Romance","34,294",$0.09M,A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.
581,"4 Months, 3 Weeks and 2 Days",-2007,113 min,7.9,97,Drama,"62,084",$1.19M,A woman assists her friend in arranging an illegal abortion in 1980s Romania.
582,The Thin Man,-1934,91 min,7.9,86,"Comedy, Crime, Mystery","31,466",%^%^%^,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it."
583,Gully Boy,-2019,154 min,7.9,65,"Drama, Music, Romance","41,675",$5.57M,A coming-of-age story based on the lives of street rappers in Mumbai.
584,Battleship Potemkin,-1925,66 min,7.9,97,"Drama, History, Thriller","59,795",$0.05M,"In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre."
585,Nine Queens,-2000,114 min,7.9,80,"Crime, Drama, Thriller","55,131",$1.22M,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"")."
586,The Rules of the Game,-1939,110 min,7.9,99,"Comedy, Drama","30,329",%^%^%^,"A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau."
587,Beauty and the Beast,-1946,93 min,7.9,92,"Drama, Fantasy, Romance","27,334",$0.30M,"A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her."
588,Jab We Met,-2007,138 min,7.9,****,"Comedy, Drama, Romance","56,057",$0.41M,A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.
589,No Man's Land,(I) (2001),98 min,7.9,84,"Comedy, Drama, War","48,055",$1.06M,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap."
590,C.R.A.Z.Y.,-2005,129 min,7.9,81,"Comedy, Drama","33,664",%^%^%^,"A young French Canadian, one of five boys in a conservative family in the 1960s and 1970s, struggles to reconcile his emerging identity with his father's values."
591,Badhaai Ho,-2018,124 min,7.9,****,"Comedy, Drama","36,277",%^%^%^,A man is embarrassed when he finds out his mother is pregnant.
592,The Return,-2003,110 min,7.9,82,Drama,"46,507",$0.50M,"In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces."
593,Through a Glass Darkly,-1961,90 min,7.9,84,Drama,"26,480",%^%^%^,"Recently released from a mental hospital, Karin rejoins her emotionally disconnected family in their island home, only to slip from reality as she begins to believe she is being visited by God."
594,Super 30,-2019,154 min,7.9,****,"Biography, Drama","34,435",$2.27M,Based on the life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna.
595,Pad Man,-2018,140 min,7.9,****,"Comedy, Drama","27,460",$1.66M,"Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India."
596,Airlift,-2016,130 min,7.9,****,"Action, Drama, History","57,989",%^%^%^,"When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen."
597,Dev.D,-2009,144 min,7.9,****,"Comedy, Drama, Romance","31,528",$0.01M,"After breaking up with his childhood sweetheart, a young man finds solace in drugs. Meanwhile, a teenage girl is caught in the world of prostitution. Will they be destroyed, or will they find redemption?"
598,Baby,(I) (2015),159 min,7.9,****,"Action, Crime, Thriller","58,998",%^%^%^,"An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India."
599,John Wick: Chapter 4,-2023,169 min,7.8,78,"Action, Crime, Thriller","246,073",%^%^%^,"John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes."
600,Pride & Prejudice,-2005,129 min,7.8,82,"Drama, Romance","311,260",$38.41M,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?"
601,Everything Everywhere All at Once,-2022,139 min,7.8,81,"Action, Adventure, Comedy","464,519",$72.86M,A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.
602,The Batman,-2022,176 min,7.8,72,"Action, Crime, Drama","712,597",$369.35M,"When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement."
603,Dunkirk,-2017,106 min,7.8,94,"Action, Drama, History","691,344",$188.37M,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II."
604,Willy Wonka & the Chocolate Factory,-1971,100 min,7.8,67,"Family, Fantasy, Musical","211,349",$4.00M,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.
605,The Sandlot,-1993,101 min,7.8,55,"Comedy, Drama, Family","97,873",$32.42M,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures."
606,Little Women,-2019,135 min,7.8,91,"Drama, Romance","222,655",$108.10M,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms."
607,The Gentlemen,-2019,113 min,7.8,51,"Action, Comedy, Crime","365,219",$36.47M,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him."
608,The Breakfast Club,-1985,97 min,7.8,66,"Comedy, Drama","418,711",$45.88M,Five high school students meet in Saturday detention and discover how they have a great deal more in common than they thought.
609,The Big Short,-2015,130 min,7.8,81,"Biography, Comedy, Drama","452,332",$70.26M,"In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is."
610,Drive,(I) (2011),100 min,7.8,78,"Action, Drama","671,320",$35.06M,A mysterious Hollywood action film stuntman gets in trouble with gangsters when he tries to help his neighbor's husband rob a pawn shop while serving as his getaway driver.
