,Movie Name,Year of Release,Run Time,Rating,Metascore,Genre,Votes,Gross,Description
945,The Royal Tenenbaums,-2001,110 min,7.6,76,"Comedy, Drama","303,963",$52.36M,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.
946,Minority Report,-2002,145 min,7.6,80,"Action, Crime, Mystery","568,235",$132.07M,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder."
947,My Cousin Vinny,-1992,120 min,7.6,68,"Comedy, Crime","133,694",$52.93M,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience."
948,After Hours,(I) (1985),97 min,7.6,90,"Comedy, Crime, Drama","74,959",$10.60M,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho he met that evening at a coffee shop.
949,Star Wars: Episode III - Revenge of the Sith,-2005,140 min,7.6,68,"Action, Adventure, Fantasy","817,042",$380.26M,"Three years into the Clone Wars, Obi-Wan pursues a new threat, while Anakin is lured by Chancellor Palpatine into a sinister plot to rule the galaxy."
950,What We Do in the Shadows,-2014,86 min,7.6,76,"Comedy, Horror","191,494",$3.33M,"Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts."
951,Kung Fu Panda,-2008,92 min,7.6,74,"Animation, Action, Adventure","493,269",$215.43M,"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way."
952,Hell or High Water,(II) (2016),102 min,7.6,88,"Crime, Drama, Thriller","240,774",$26.86M,"Toby is a divorced father who's trying to make a better life. His brother is an ex-con with a short temper and a loose trigger finger. Together, they plan a series of heists against the bank that's about to foreclose on their family ranch."
953,RoboCop,-1987,102 min,7.6,70,"Action, Crime, Sci-Fi","269,627",$53.42M,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories."
954,Rushmore,-1998,93 min,7.6,86,"Comedy, Drama, Romance","192,417",$17.11M,"A teenager at Rushmore Academy falls for a much older teacher and befriends a middle-aged industrialist. Later, he finds out that his love interest and his friend are having an affair, which prompts him to begin a vendetta."
955,Die Hard with a Vengeance,-1995,128 min,7.6,58,"Action, Adventure, Thriller","397,726",$100.01M,"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building."
956,True Grit,-2010,110 min,7.6,80,"Drama, Western","348,937",$171.24M,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.
957,The Butterfly Effect,-2004,113 min,7.6,30,"Drama, Sci-Fi, Thriller","504,902",$57.94M,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal."
958,The Machinist,-2004,101 min,7.6,61,"Drama, Thriller","403,397",$1.08M,An industrial worker who hasn't slept in a year begins to doubt his own sanity.
959,Lethal Weapon,-1987,109 min,7.6,68,"Action, Crime, Thriller","267,965",$65.21M,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.
960,The Mitchells vs the Machines,-2021,114 min,7.6,81,"Animation, Adventure, Comedy","118,292",%^%^%^,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope."
961,Inside Man,-2006,129 min,7.6,76,"Crime, Drama, Mystery","385,838",$88.51M,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation."
962,Dark City,-1998,100 min,7.6,66,"Fantasy, Mystery, Sci-Fi","206,119",$14.38M,"A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from."
963,Despicable Me,-2010,95 min,7.6,72,"Animation, Adventure, Comedy","564,465",$251.51M,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
964,The Fly,-1986,96 min,7.6,79,"Drama, Horror, Sci-Fi","192,624",$40.46M,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.
965,The Others,-2001,104 min,7.6,74,"Horror, Mystery, Thriller","378,831",$96.52M,"During World War II, a woman who lives with her two photosensitive children on her darkened old family estate in the Channel Islands becomes convinced that the home is haunted."
966,Searching,(III) (2018),102 min,7.6,71,"Drama, Mystery, Thriller","173,915",$26.02M,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop."
967,Enter the Dragon,-1973,102 min,7.6,83,"Action, Crime, Thriller","108,639",$25.00M,A Shaolin martial artist travels to an island fortress to spy on an opium lord - who is also a former monk from his temple - under the guise of attending a fighting tournament.
968,The Blind Side,-2009,129 min,7.6,53,"Biography, Drama, Sport","347,342",$255.96M,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family."
969,Eastern Promises,-2007,100 min,7.6,83,"Crime, Drama, Thriller","252,274",$17.11M,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.
970,From Here to Eternity,-1953,118 min,7.6,85,"Drama, Romance, War","49,178",$30.50M,"At a U.S. Army base in 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his commanding officer's wife and top aide begin a tentative affair."
971,The Skin I Live In,-2011,120 min,7.6,70,"Drama, Horror, Mystery","159,517",$3.19M,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession."
972,The Road Warrior,-1981,96 min,7.6,77,"Action, Adventure, Sci-Fi","187,290",$12.47M,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits."
973,End of Watch,-2012,109 min,7.6,68,"Action, Adventure, Crime","258,266",$41.00M,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends and what happens when they meet criminal forces greater than themselves."
974,The Jungle Book,-1967,78 min,7.6,65,"Animation, Adventure, Comedy","191,473",$141.84M,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.
975,Dark Waters,-2019,126 min,7.6,73,"Biography, Drama, History","94,655",%^%^%^,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.
976,The Raid: Redemption,-2011,101 min,7.6,73,"Action, Crime, Thriller","211,370",$4.11M,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.
977,The Birds,-1963,119 min,7.6,90,"Drama, Horror, Mystery","197,413",$11.40M,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.
978,Dawn of the Planet of the Apes,-2014,130 min,7.6,79,"Action, Adventure, Drama","454,000",$208.55M,The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.
979,Ponyo,-2008,101 min,7.6,86,"Animation, Adventure, Comedy","152,634",$15.09M,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him."
980,Snow White and the Seven Dwarfs,-1937,83 min,7.6,96,"Animation, Adventure, Family","207,521",$184.93M,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household."
981,Gone Baby Gone,-2007,114 min,7.6,72,"Crime, Drama, Mystery","281,488",$20.30M,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally."
982,Match Point,-2005,124 min,7.6,72,"Drama, Romance, Thriller","223,182",$23.09M,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law."
983,I Am Sam,-2001,132 min,7.6,28,Drama,"152,840",$40.31M,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.
984,Rebel Without a Cause,-1955,111 min,7.6,89,Drama,"94,772",%^%^%^,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies."
985,50/50,-2011,100 min,7.6,72,"Comedy, Drama, Romance","337,042",$35.01M,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease."
986,The Bridges of Madison County,-1995,135 min,7.6,69,"Drama, Romance","85,569",$71.52M,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.
987,Sabrina,-1954,113 min,7.6,72,"Comedy, Drama, Romance","67,919",%^%^%^,"A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her."
988,United 93,-2006,111 min,7.6,90,"Action, Drama, History","108,765",$31.57M,"A real-time account of the events on United Flight 93, one of the planes hijacked on September 11th, 2001 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot."
989,The Last King of Scotland,-2006,123 min,7.6,74,"Biography, Drama, History","191,569",$17.61M,Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.
990,Barton Fink,-1991,116 min,7.6,69,"Comedy, Drama, Thriller","125,912",$6.15M,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.
991,21 Grams,-2003,124 min,7.6,70,"Crime, Drama, Thriller","241,783",$16.29M,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con."
992,25th Hour,-2002,135 min,7.6,69,Drama,"182,102",$13.06M,"Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term."
993,The Taking of Pelham One Two Three,-1974,104 min,7.6,68,"Action, Crime, Thriller","33,231",$2.49M,"Four armed men hijack a New York City subway car and demand a ransom for the passengers. The city's police are faced with a conundrum: Even if it's paid, how could they get away?"
994,Control,-2007,122 min,7.6,78,"Biography, Drama, Music","67,180",$0.87M,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23."
995,A Very Long Engagement,-2004,133 min,7.6,76,"Drama, Mystery, Romance","74,971",$6.17M,"Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One."
